관광숙박업 등록현황 (20.12.31기준),,,,,,,,,,,,,,
번호,"지역1
(시도)","지역2
(시군구)",업종,호텔명(등록명칭),"관광사업자명
(법인명 or 개인명)","영업상태
(19.12.31기준)",현행 호텔등급,,시설개요,,,객실수,주소(도로명주소),부대시설
,,,,,,,등급,등급부여일,층수(지하~지상),"대지면적
(㎡)","건축연면적
(㎡)",,,
1796,제주특별자치도,서귀포시,호스텔,오션트리,양충홍,영업중,해당없음,,지상4층,"1,422.00 ","1,094.79 ",24, 서귀포시 월드컵로 188(강정동 702-2) ,
1797,제주특별자치도,서귀포시,호스텔,올레요리조트,민경춘,영업중,해당없음,,지하1~지상4층,"1,359.00 ","1,357.77 ",23,서귀포시 이어도로 720(강정동 2498-3),
1798,제주특별자치도,서귀포시,호스텔,코델리아호스텔,㈜코델리아리조트,영업중,해당없음,,지하1~지상4층,"1,127.00 ",918.89 ,22,서귀포시 성산읍 일주동로4120번길 23-16 (오조리 937-1),
1799,제주특별자치도,서귀포시,호스텔,The BB's JEJU,"변동녀,송보배",영업중,해당없음,,지하1~지상2층,"1,681.00 ",998.77 ,20,서귀포시 이어도로 760(강정동 2479-4) ,
1800,제주특별자치도,서귀포시,호스텔,해성파크텔,김정연,영업중,해당없음,,지상7층,333.00 ,"1,335.75 ",30,서귀포시 천제연로 158-4(중문동 2165-2) ,
1801,제주특별자치도,서귀포시,호스텔,펠리스타운,"조현호, 최경주",영업중,해당없음,,지하1~지상3층,826.00 ,983.04 ,20,서귀포시 성산읍 시흥하동로50번길 23(시흥리 12-98),
1802,제주특별자치도,서귀포시,호스텔,화이트캐슬,고정헌(미국),영업중,해당없음,,지상4층,"2,208.78 ","1,267.25 ",20,서귀포시 이어도로 1060(서호동),
1803,제주특별자치도,서귀포시,호스텔,비스비제주 앤 팜빌리지,"김현준,김병준",영업중,해당없음,,지상1~2층,"8,411.00 ","1,762.87 ",29,서귀포시 속골로 29-10(호근동 1641-2),
1804,제주특별자치도,서귀포시,호스텔,오렌지호텔,박순희,영업중,해당없음,,"지하1층, 지상5층",543.80 ,"1,698.42 ",40,서귀포시 태평로335번길 3(서귀동 317-9),
1805,제주특별자치도,서귀포시,호스텔,펠리체리조트,서미자,영업중,해당없음,,지하1~지상3층,"1,653.00 ",889.10 ,20,서귀포시 태평로 111(호근동 479),
1806,제주특별자치도,서귀포시,호스텔,주식회사 포트에비뉴,㈜포트에비뉴,영업중,해당없음,,지상4층,"1,408.00 ",998.13 ,20,서귀포시 대포동서로 63-19(대포동 2118),
1807,제주특별자치도,서귀포시,호스텔,돔베리조트,㈜돔베낭골,영업중,해당없음,,지하1~지상4층,"1,866.00 ","1,753.42 ",20,서귀포시 태평로92번길34(호근동 1591),
1808,제주특별자치도,서귀포시,호스텔,성산비치호텔,곽선기,영업중,해당없음,,지상5층,419.00 ,"1,136.53 ",28,서귀포시 성산읍 성산등용로 13(성산리 234-19),
1809,제주특별자치도,서귀포시,호스텔,천지연호텔,이정아,영업중,해당없음,,지하1~지상4층,854.63 ,978.30 ,20,서귀포시 솔동산로 40(서귀동 654-5),
1810,제주특별자치도,서귀포시,호스텔,휴호스텔,"박성준, 문숙경",영업중,해당없음,,지상4층,"1,606.00 ",998.64 ,20,서귀포시 구산봉로21번길 62(하원동 1378-1),
1811,제주특별자치도,서귀포시,호스텔,라오체호스텔,"신현구, 김은숙, 신민철",영업중,해당없음,,지하1~지상2층,"4,811.00 ","1,597.05 ",21,서귀포시 선반로65번길 69(강정동 2470),
1812,제주특별자치도,서귀포시,호스텔,제주아이브리조트,㈜제주아이브,영업중,해당없음,,지상4층,"20,505
(17326)","5,108.19 ",63,서귀포시 산록남로 1966-34(영남동 225-3) ,
1813,제주특별자치도,서귀포시,호스텔,뜨레피아,강원익,영업중,해당없음,,지상3층,"2,925.00 ","1,266.74 ",21,서귀포시 월평하원로 111(하원동 1496-1),
1814,제주특별자치도,서귀포시,호스텔,블루펄리조트,조천호,영업중,해당없음,,지상3층,"2,265.00 ","1,141.11 ",20,서귀포시 태평로 92번길 35(호근동 1616-1),
1815,제주특별자치도,서귀포시,호스텔,더베이리조트,양춘녀,영업중,해당없음,,지하1~지상4층,"1,848.00 ","1,201.53 ",21,서귀포시 문필로35번길 46(보목동 1252-1),
1816,제주특별자치도,서귀포시,호스텔,프라이빗리조트,CUI HUA,영업중,해당없음,,지하2~지상1층,"2,097.00 ","1,325.41 ",21,서귀포시 태평로 130(호근동 433),
1817,제주특별자치도,서귀포시,호스텔,㈜알파캠프 제주원호스텔,㈜알파캠프,영업중,해당없음,,지하1~지상2층,"2,035.00 ",785.58 ,20,서귀포시 성산읍 서성일로 726-33(수산리 2579),
1818,제주특별자치도,서귀포시,호스텔,아이리스호스텔,"이승훈, 김광순",영업중,해당없음,,지상7층,316.90 ,998.54 ,20,서귀포시 솔동산로 16-1(서귀동 626-2),
1819,제주특별자치도,서귀포시,호스텔,돌과 바람 리조트,㈜나우씨앤씨,영업중,해당없음,,지하1~지상4층,757.00 ,741.83 ,20,서귀포시 하신상로 166(신효동 506-9),
1820,제주특별자치도,서귀포시,호스텔,THE SERI HOSTEL,㈜세리월드,영업중,해당없음,,지하1~지상4층,"3,221.00 ","2,067.65 ",30,서귀포시 법환상로2번길 97-17(법환동 877-3),
1821,제주특별자치도,서귀포시,호스텔,돈내코힐 리조트,"김동만, 최수원",영업중,해당없음,,지하1~지상3층,"2,390.00 ","1,123.95 ",20,서귀포시 돈내코로 180(상효동 2205),
1822,제주특별자치도,서귀포시,호스텔,제주 휴리조트1,윤진철,영업중,해당없음,,지하1~지상3층,"1,850.00 ","1,050.71 ",20,서귀포시 성산읍 난고로 228(온평리 1832-1),
1823,제주특별자치도,서귀포시,호스텔,제주 휴리조트2,만진건설㈜,영업중,해당없음,,지하1~지상3층,"1,456.00 ","1,003.19 ",20,서귀포시 성산읍 난고로 230(온평리 1832-5),
1824,제주특별자치도,서귀포시,호스텔,제이앤클로이,안지윤,영업중,해당없음,,지상3층,"1,697.00 ",656.64 ,20,서귀포시 대정읍 무릉중앙로 203(무릉리 3869-4),
1825,제주특별자치도,서귀포시,호스텔,성산호스텔,최종성,영업중,해당없음,,지하1~지상3층,"1,215.00 ",953.72 ,20,서귀포시 성산읍 서성일로 726-35(수산리 2579-8),
1826,제주특별자치도,서귀포시,호스텔,에띠에호스텔,"전성근,전호영,신종남",영업중,해당없음,,지하1~지상3층,"2,560.00 ","1,236.79 ",20,서귀포시 이어도로 738(강정동 2503-1),
1827,제주특별자치도,서귀포시,호스텔,제주세인트하우스,강민철,휴업중,해당없음,,지하1~지상4층,"1,224.00 ","1,236.65 ",22,서귀포시 논짓물로 28(하예동 558-4),
1828,제주특별자치도,서귀포시,호스텔,불란지호스텔,이영옥,영업중,해당없음,,지하1~지상5층,534.00 ,"1,417.32 ",20,서귀포시 대정읍 하모중앙로 46-6(하모리 1502-1),
1829,제주특별자치도,서귀포시,호스텔,호텔 더 그랑 중문,최지아,영업중,해당없음,,지하1~지상4층,"1,150.00 ",957.57 ,25,서귀포시 색달중앙로 19(색달동 2534-1),
1830,제주특별자치도,서귀포시,호스텔,더스테이,문태우,영업중,해당없음,,지하1~지상6층,237.00 ,929.96 ,20,서귀포시 신서로 48번길 52-7(법환동 740-9),
1831,제주특별자치도,서귀포시,호스텔,소금막호스텔,오상윤,영업중,해당없음,,지하2~지상3층,689.00 ,914.64 ,20,서귀포시 쇠소깍로 151-14(하효동 1028-2),
1832,제주특별자치도,서귀포시,호스텔,오라호스텔,설희남,영업중,해당없음,,지하1~지상2층,"1,030.00 ",653.93 ,20,서귀포시 성산읍 서성일로 726-37(수산리 2579-10),
1833,제주특별자치도,서귀포시,호스텔,제주베네치아호텔,정봉금,영업중,해당없음,,지상7층,500.00 ,"1,843.96 ",27,서귀포시 중앙로 23-2(서귀동 433-2),
1834,제주특별자치도,서귀포시,호스텔,오션힐스테이,정진호,영업중,해당없음,,지상2층,"1,937.00 ",780.05 ,20,서귀포시 안덕면 사계북로 208(사계리 204),
1835,제주특별자치도,서귀포시,호스텔,마린포트리조트,"임진수,허경실",영업중,해당없음,,지하1~지상4층,989.00 ,954.52 ,20,서귀포시 이어도로 744(강정동 2483-3),
1836,제주특별자치도,서귀포시,호스텔,파밀리아,손영웅,영업중,해당없음,,지하1~지상4층,"1,853.00 ","1,380.26 ",28,서귀포시 대포동서로 63-20(대포동 2079),
1837,제주특별자치도,서귀포시,호스텔,호텔 엠씨씨,㈜에스알디코리아,영업중,해당없음,,지하1~지상4층,"1,168.00 ",950.92 ,21,서귀포시 성산읍 섭지코지로25번길 29(고성리 444-7),
1838,제주특별자치도,서귀포시,호스텔,제이힐호텔,류운보,영업중,해당없음,,지상7층,447.00 ,"1,602.80 ",35,서귀포시 천제연로188번길 11(중문동 2050-1) ,
1839,제주특별자치도,서귀포시,호스텔,패밀리아펜션,김희라,영업중,해당없음,,지상2층,"4,651.00 ",792.72 ,20,서귀포시 표선면 번영로 3340(하천리 1606),
1840,제주특별자치도,서귀포시,호스텔,휴마루호스텔,진은덕,영업중,해당없음,,지하1~지상4층,"1,451.00 ","1,231.44 ",20,서귀포시 중산간동로8183번길 16(서홍동 1777-3),
1841,제주특별자치도,서귀포시,호스텔,바다해호텔,최성환,영업중,해당없음,,지하1~지상4층,398.00 ,875.69 ,20,서귀포시 천지연로 3-1(서귀동 753-3),
1842,제주특별자치도,서귀포시,호스텔,보우힐펜션,성명근,영업중,해당없음,,지상5층,460.44 ,"1,054.89 ",24,서귀포시 대포연대로 50(대포동 1813),
1843,제주특별자치도,서귀포시,호스텔,㈜한국전화번호부엠티에스 제주M리조트,㈜한국전화번호부엠티에스 제주M리조트,영업중,해당없음,,지하1~지상4층,"3,826.00 ","1,944.00 ",20,서귀포시 중산간서로157번길 28-6(강정동 1938),
1844,제주특별자치도,서귀포시,호스텔,펜션연리,이성심,영업중,해당없음,,지상4층,"1,449.00 ",817.00 ,21,서귀포시 논짓물로 50(하예동 463-4),
1845,제주특별자치도,서귀포시,호스텔,팜밸리리조트,최규태,영업중,해당없음,,지상2층,"9,968.00 ","1,169.95 ",20,"서귀포시 중산간서로 193(강정동 3447-1, 3448-3)",
1846,제주특별자치도,서귀포시,호스텔,백패커스홈,정을수,영업중,해당없음,,지하1~지상7층,334.90 ,"1,183.00 ",29,서귀포시 중정로 24-7(서귀동 315-3),
1847,제주특별자치도,서귀포시,호스텔,모멘토하우스,"강선원,성미경",영업중,해당없음,,지하1~지상5층,517.00 ,"1,302.00 ",21,서귀포시 태평로439번길 21(서귀동 536-2),
1848,제주특별자치도,서귀포시,호스텔,제주 나인 부띠끄호텔,762-0045,영업중,해당없음,,지상6층,941.00 ,"1,440.94 ",21,서귀포시 솔동산로 10번길 23(서귀동 644-1),
1849,제주특별자치도,서귀포시,호스텔,렉스호스텔,오창익,영업중,해당없음,,지하1~지상5층,345.00 ,838.00 ,20,서귀포시 중앙로 42번길 42-1(서귀동 256-33),
1850,제주특별자치도,서귀포시,호스텔,아인스호스텔,안희숙,영업중,해당없음,,지하1~지상10층,343.00 ,"1,999.00 ",45,서귀포시 태평로 432(서귀동 162-7),
1851,제주특별자치도,서귀포시,호스텔,미도호스텔,윤덕진,영업중,해당없음,,지상3층,472.00 ,521.00 ,20,서귀포시 동문동로 13-1(서귀동 258-2),
1852,제주특별자치도,서귀포시,호스텔,㈜알파캠프 탐라호스텔,㈜알파캠프,영업중,해당없음,,지하1~지상2층,"1,340.00 ",658.53 ,20,서귀포시 성산읍 서성일로 726-31(수산리 2579-9),
1853,제주특별자치도,서귀포시,호스텔,제주 나르샤펜션,방경혜,영업중,해당없음,,지상3층,"1,430.00 ",799.38 ,20,서귀포시 안덕면 사계북로 52(사계리 2763-4),
1854,제주특별자치도,서귀포시,호스텔,중문씨티호텔,류승우,영업중,해당없음,,지하1~지상6층,457.00 ,"1,863.67 ",40,서귀포시 중문상로 27(중문동 2050-5),
1855,제주특별자치도,서귀포시,호스텔,써니호텔,"류운길,강춘비",영업중,해당없음,,지하1~지상5층,379.00 ,"1,029.52 ",28,서귀포시 대정읍 신영로 87-1(하모리 934),
1856,제주특별자치도,서귀포시,호스텔,퍼블리코,고종림,영업중,해당없음,,지하1~지상5층,414.90 ,"1,550.75 ",23,서귀포시 신서로48번길 20-9(강정동 165-7),
1857,제주특별자치도,서귀포시,호스텔,모던플레이스,박영호,영업중,해당없음,,지하1~지상4층,"1,785.00 ","1,450.36 ",23,서귀포시 상예로 262(상예동 185-1),
1858,제주특별자치도,서귀포시,호스텔,호텔펠리시아,송해경,영업중,해당없음,,지하2~지상4층,"2,050.00 ","1,702.79 ",31,서귀포시 일주동로 9123(법환동 17),
1859,제주특별자치도,서귀포시,호스텔,중문썬라이즈 호스텔,유한회사 다올,영업중,해당없음,,지하1~지상4층,"1839
(1431)","1682.92
(1354.75)",40,서귀포시 중문관광로 310(중문동 2453),
1860,제주특별자치도,서귀포시,호스텔,J두빛나래리조트,정경숙,영업중,해당없음,,지상3층,"1,166.00 ",790.88 ,20,서귀포시 안덕면 사계북로 109(사계리 1586-1),
1861,제주특별자치도,서귀포시,호스텔,제이라움호스텔,강미라,영업중,해당없음,,지상2층,"2,918.00 ",654.05 ,21,서귀포시 대정읍 노을해안로 420(무릉리 3876),
1862,제주특별자치도,서귀포시,호스텔,브릭 216,황인술,영업중,해당없음,,지하1~지상2층,"1,896.00 ",988.00 ,20,서귀포시 이어도로 216(대포동 2229-1),
1863,제주특별자치도,서귀포시,호스텔,호텔라벤더 제주,"강은미, 이석훈",영업중,해당없음,,지하2~지상7층,432.30 ,"1,201.85 ",22,서귀포시 중정로 1(서귀동 323-19),
1864,제주특별자치도,서귀포시,호스텔,호텔연,"양정배,김수삼",영업중,해당없음,,지하1~지상5층,334.00 ,968.04 ,27,서귀포시 솔동산로22번길 17-2(서귀동 587-43),
1865,제주특별자치도,서귀포시,호스텔,스와브호텔,송성봉,영업중,해당없음,,지하1~지상4층,"2,705.00 ","1,693.33 ",25,서귀포시 서홍로 102(서홍동 1289),
1866,제주특별자치도,서귀포시,호스텔,휴안스테이호텔,박성오,영업중,해당없음,,지하1~지상5층,629.00 ,"1,376.74 ",22,서귀포시 성산읍 성산중앙로37번길 9(성산리 180-5),
1867,제주특별자치도,서귀포시,호스텔,동원호스텔,정명순,영업중,해당없음,,지하1~지상6층,228.00 ,998.73 ,20,서귀포시 솔동산로10번길 45(서귀동 685),
1868,제주특별자치도,서귀포시,호스텔,K두빛나래리조트,정경숙,영업중,해당없음,,지상3층,"1,039.00 ",751.80 ,20,서귀포시 안덕면 사계북로 107(사계리 1586-4) ,
1869,제주특별자치도,서귀포시,호스텔,스파호텔코자,이정아,영업중,해당없음,,지하1~지상6층,416.10 ,"1,496.00 ",28,서귀포시 대정읍 최남단해안로 44(하모리 2133-5),
1870,제주특별자치도,서귀포시,호스텔,더블루제주,임욱선,영업중,해당없음,,지하1~지상4층,"2,326.00 ","1,552.00 ",20,서귀포시 칠십리로 479(보목동 750-1),
1871,제주특별자치도,서귀포시,호스텔,레지나펜션,변인철,영업중,해당없음,,지하1~지상4층,"2,215.00 ","1,850.75 ",27,서귀포시 이어도로 789(강정동 925-2),
1872,제주특별자치도,서귀포시,호스텔,해리안호텔,김나연,영업중,해당없음,,지하1~지상6층,"1,308.00 ","1,641.75 ",23,서귀포시 천제연로 153(중문동 2167-16),
1873,제주특별자치도,서귀포시,호스텔,풍경호스텔,정혜진,영업중,해당없음,,지하2~지상2층,497.00 ,896.38 ,25,서귀포시 남성로 117(서홍동 754-3),
1874,제주특별자치도,서귀포시,호스텔,천지연크리스탈호텔, 오성인베스트먼트 ㈜,영업중,해당없음,,지하1~지상4층,"1,010.00 ","2,476.79 ",30,서귀포시 천지연로 39(서귀동 650-1),
1875,제주특별자치도,서귀포시,호스텔,T아일랜드호스텔,이혜숙,영업중,해당없음,,지하1~지상4층,"3,374.00 ","2,139.34 ",20,서귀포시 막숙포로 100(법환동 1452),
